studyid,site,treatment,start_date,measurement_date,response (formal name),units,value,upper se,se,exposure time,n,source,notes,date_interval,seasonal_mean_dli,seasonal_mean_temp
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 16 CO2,2001-02-01,2001-02-01,shoot density,count,64.0072940538675,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-02-01 UTC,17.3674242424242,11.26189656976335
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 16 CO2,2001-02-01,2001-04-25,shoot density,count,91.2162506263193,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-04-25 UTC,33.60902144993049,13.687738308704171
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 16 CO2,2001-04-25,2001-05-09,shoot density,count,72.8630393533919,np,NA,calculate,NA,Figure 9,NA,2001-04-25 UTC--2001-05-09 UTC,39.953608050198916,15.0985594443961
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 16 CO2,2001-05-09,2001-05-30,shoot density,count,92.243003704525,np,NA,calculate,NA,Figure 9,NA,2001-05-09 UTC--2001-05-30 UTC,42.05912883778492,15.806367189433379
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 16 CO2,2001-05-30,2001-06-13,shoot density,count,59.0018727976146,np,NA,calculate,NA,Figure 9,NA,2001-05-30 UTC--2001-06-13 UTC,51.59905435473614,16.532940180163962
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 16 CO2,2001-06-13,2001-07-18,shoot density,count,84.1573232136549,np,NA,calculate,NA,Figure 9,NA,2001-06-13 UTC--2001-07-18 UTC,38.16217302012752,16.20837949363959
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 16 CO2,2001-07-18,2001-08-30,shoot density,count,70.9378773317562,np,NA,calculate,NA,Figure 9,NA,2001-07-18 UTC--2001-08-30 UTC,33.85363946014048,15.41990601020707
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 16 CO2,2001-08-30,2001-10-14,shoot density,count,84.2856673484306,np,NA,calculate,NA,Figure 9,NA,2001-08-30 UTC--2001-10-14 UTC,23.30033287419646,15.115047172181932
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 16 CO2,2001-10-14,2001-12-09,shoot density,count,38.3384670987243,np,NA,calculate,NA,Figure 9,NA,2001-10-14 UTC--2001-12-09 UTC,13.677428172324124,10.85466601970593
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 16 CO2,2001-12-09,2002-01-10,shoot density,count,25.7607418907041,np,NA,calculate,NA,Figure 9,NA,2001-12-09 UTC--2002-01-10 UTC,13.157800456354135,10.641099145715764
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 16 CO2,2002-01-10,2002-01-27,shoot density,count,24.0922681386198,np,NA,calculate,NA,Figure 9,NA,2002-01-10 UTC--2002-01-27 UTC,22.24906406724584,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 16 CO2,2002-01-27,2002-02-05,shoot density,count,20.8836647692269,np,NA,calculate,NA,Figure 9,NA,2002-01-27 UTC--2002-02-05 UTC,NA,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2001-02-01,2001-02-01,shoot density,count,64.0072940538675,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-02-01 UTC,17.3674242424242,11.26189656976335
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2001-02-01,2001-04-25,shoot density,count,130.874588272015,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-04-25 UTC,33.60902144993049,13.687738308704171
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2001-04-25,2001-05-08,shoot density,count,105.975826125526,np,NA,calculate,NA,Figure 9,NA,2001-04-25 UTC--2001-05-08 UTC,40.86507558098462,15.0985594443961
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2001-05-08,2001-05-30,shoot density,count,114.318194885948,np,NA,calculate,NA,Figure 9,NA,2001-05-08 UTC--2001-05-30 UTC,42.05912883778492,15.779251282467555
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2001-05-30,2001-06-14,shoot density,count,95.8366394782451,np,NA,calculate,NA,Figure 9,NA,2001-05-30 UTC--2001-06-14 UTC,50.23635981022341,16.532940180163962
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2001-06-14,2001-07-18,shoot density,count,109.312773629695,np,NA,calculate,NA,Figure 9,NA,2001-06-14 UTC--2001-07-18 UTC,37.74799765330064,16.20837949363959
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2001-07-18,2001-08-30,shoot density,count,105.205761316872,np,NA,calculate,NA,Figure 9,NA,2001-07-18 UTC--2001-08-30 UTC,33.85363946014048,15.41990601020707
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2001-08-30,2001-10-14,shoot density,count,96.2216718825722,np,NA,calculate,NA,Figure 9,NA,2001-08-30 UTC--2001-10-14 UTC,23.30033287419646,15.115047172181932
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2001-10-14,2001-12-10,shoot density,count,41.4187263333415,np,NA,calculate,NA,Figure 9,NA,2001-10-14 UTC--2001-12-10 UTC,13.677428172324124,10.86772765050582
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2001-12-10,2001-12-24,shoot density,count,41.2903821985657,np,NA,calculate,NA,Figure 9,NA,2001-12-10 UTC--2001-12-24 UTC,9.1829004329004,10.588962533605075
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2001-12-24,2002-01-11,shoot density,count,35.77158440321,np,NA,calculate,NA,Figure 9,NA,2001-12-24 UTC--2002-01-11 UTC,16.934451466536977,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2002-01-11,2002-01-27,shoot density,count,43.0872000854258,np,NA,calculate,NA,Figure 9,NA,2002-01-11 UTC--2002-01-27 UTC,22.203306741658967,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 36 CO2,2002-01-27,2002-02-05,shoot density,count,38.9801877726029,np,NA,calculate,NA,Figure 9,NA,2002-01-27 UTC--2002-02-05 UTC,NA,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2001-02-01,2001-02-01,shoot density,count,64.0072940538675,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-02-01 UTC,17.3674242424242,11.26189656976335
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2001-02-01,2001-04-25,shoot density,count,96.0933277477965,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-04-25 UTC,33.60902144993049,13.687738308704171
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2001-04-25,2001-05-09,shoot density,count,103.15225516046,np,NA,calculate,NA,Figure 9,NA,2001-04-25 UTC--2001-05-09 UTC,39.953608050198916,15.0985594443961
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2001-05-09,2001-05-31,shoot density,count,108.286020551489,np,NA,calculate,NA,Figure 9,NA,2001-05-09 UTC--2001-05-31 UTC,42.37752764386283,15.806367189433379
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2001-05-31,2001-06-13,shoot density,count,91.0879064915436,np,NA,calculate,NA,Figure 9,NA,2001-05-31 UTC--2001-06-13 UTC,51.28197218396078,16.544329755596284
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2001-06-13,2001-07-17,shoot density,count,93.3981009175065,np,NA,calculate,NA,Figure 9,NA,2001-06-13 UTC--2001-07-17 UTC,38.605890023977096,16.20837949363959
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2001-07-17,2001-08-30,shoot density,count,88.0076472569264,np,NA,calculate,NA,Figure 9,NA,2001-07-17 UTC--2001-08-30 UTC,33.6944992278153,15.431844909927243
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2001-08-30,2001-10-15,shoot density,count,79.9219667660563,np,NA,calculate,NA,Figure 9,NA,2001-08-30 UTC--2001-10-15 UTC,23.30033287419646,15.115047172181932
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2001-10-15,2001-12-10,shoot density,count,62.9805409756618,np,NA,calculate,NA,Figure 9,NA,2001-10-15 UTC--2001-12-10 UTC,13.57954545454541,10.86772765050582
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2001-12-10,2001-12-24,shoot density,count,61.055378954026,np,NA,calculate,NA,Figure 9,NA,2001-12-10 UTC--2001-12-24 UTC,9.1829004329004,10.588962533605075
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2001-12-24,2002-01-10,shoot density,count,51.0445364415202,np,NA,calculate,NA,Figure 9,NA,2001-12-24 UTC--2002-01-10 UTC,16.934451466536977,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2002-01-10,2002-01-28,shoot density,count,51.0445364415202,np,NA,calculate,NA,Figure 9,NA,2002-01-10 UTC--2002-01-28 UTC,22.24906406724584,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 85 CO2,2002-01-28,2002-02-05,shoot density,count,44.8840179722858,np,NA,calculate,NA,Figure 9,NA,2002-01-28 UTC--2002-02-05 UTC,NA,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2001-02-01,2001-02-01,shoot density,count,63.8789499190918,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-02-01 UTC,17.3674242424242,11.26189656976335
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2001-02-01,2001-04-25,shoot density,count,127.024264228744,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-04-25 UTC,33.60902144993049,13.687738308704171
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2001-04-25,2001-05-08,shoot density,count,105.205761316872,np,NA,calculate,NA,Figure 9,NA,2001-04-25 UTC--2001-05-08 UTC,40.86507558098462,15.0985594443961
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2001-05-08,2001-05-30,shoot density,count,84.7990438875335,np,NA,calculate,NA,Figure 9,NA,2001-05-08 UTC--2001-05-30 UTC,42.05912883778492,15.779251282467555
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2001-05-30,2001-06-13,shoot density,count,79.7936226312806,np,NA,calculate,NA,Figure 9,NA,2001-05-30 UTC--2001-06-13 UTC,51.59905435473614,16.532940180163962
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2001-06-13,2001-07-17,shoot density,count,77.6117723400934,np,NA,calculate,NA,Figure 9,NA,2001-06-13 UTC--2001-07-17 UTC,38.605890023977096,16.20837949363959
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2001-07-17,2001-08-30,shoot density,count,77.6117723400934,np,NA,calculate,NA,Figure 9,NA,2001-07-17 UTC--2001-08-30 UTC,33.6944992278153,15.431844909927243
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2001-08-30,2001-10-15,shoot density,count,139.987021841091,np,NA,calculate,NA,Figure 9,NA,2001-08-30 UTC--2001-10-15 UTC,23.30033287419646,15.115047172181932
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2001-10-15,2001-12-10,shoot density,count,117.911830659668,np,NA,calculate,NA,Figure 9,NA,2001-10-15 UTC--2001-12-10 UTC,13.57954545454541,10.86772765050582
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2001-12-10,2001-12-24,shoot density,count,117.911830659668,np,NA,calculate,NA,Figure 9,NA,2001-12-10 UTC--2001-12-24 UTC,9.1829004329004,10.588962533605075
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2001-12-24,2002-01-10,shoot density,count,101.997157947479,np,NA,calculate,NA,Figure 9,NA,2001-12-24 UTC--2002-01-10 UTC,16.934451466536977,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2002-01-10,2002-01-27,shoot density,count,70.9378773317562,np,NA,calculate,NA,Figure 9,NA,2002-01-10 UTC--2002-01-27 UTC,22.24906406724584,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",ambient L + 1123 CO2,2002-01-27,2002-02-05,shoot density,count,67.857618097139,np,NA,calculate,NA,Figure 9,NA,2002-01-27 UTC--2002-02-05 UTC,NA,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2001-02-01,2001-02-01,shoot density,count,64.1283918140622,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-02-01 UTC,17.3674242424242,11.26189656976335
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2001-02-01,2001-04-25,shoot density,count,66.1661546104115,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-04-25 UTC,33.60902144993049,13.687738308704171
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2001-04-25,2001-05-09,shoot density,count,38.1158399674843,np,NA,calculate,NA,Figure 9,NA,2001-04-25 UTC--2001-05-09 UTC,39.953608050198916,15.0985594443961
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2001-05-09,2001-05-31,shoot density,count,40.2086987937864,np,NA,calculate,NA,Figure 9,NA,2001-05-09 UTC--2001-05-31 UTC,42.37752764386283,15.806367189433379
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2001-05-31,2001-06-13,shoot density,count,41.3366996857099,np,NA,calculate,NA,Figure 9,NA,2001-05-31 UTC--2001-06-13 UTC,51.28197218396078,16.544329755596284
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2001-06-13,2001-07-17,shoot density,count,48.3244117468574,np,NA,calculate,NA,Figure 9,NA,2001-06-13 UTC--2001-07-17 UTC,38.605890023977096,16.20837949363959
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2001-07-17,2001-08-30,shoot density,count,33.1120365914412,np,NA,calculate,NA,Figure 9,NA,2001-07-17 UTC--2001-08-30 UTC,33.6944992278153,15.431844909927243
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2001-08-30,2001-10-15,shoot density,count,38.2606928495119,np,NA,calculate,NA,Figure 9,NA,2001-08-30 UTC--2001-10-15 UTC,23.30033287419646,15.115047172181932
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2001-10-15,2001-12-10,shoot density,count,24.0152078590874,np,NA,calculate,NA,Figure 9,NA,2001-10-15 UTC--2001-12-10 UTC,13.57954545454541,10.86772765050582
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2001-12-10,2001-12-24,shoot density,count,15.363663434385,np,NA,calculate,NA,Figure 9,NA,2001-12-10 UTC--2001-12-24 UTC,9.1829004329004,10.588962533605075
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2001-12-24,2002-01-10,shoot density,count,11.2826056583509,np,NA,calculate,NA,Figure 9,NA,2001-12-24 UTC--2002-01-10 UTC,16.934451466536977,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2002-01-10,2002-01-28,shoot density,count,8.24329187488797,np,NA,calculate,NA,Figure 9,NA,2002-01-10 UTC--2002-01-28 UTC,22.24906406724584,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 16 CO2,2002-01-28,2002-02-05,shoot density,count,7.12488762752599,np,NA,calculate,NA,Figure 9,NA,2002-01-28 UTC--2002-02-05 UTC,NA,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2001-02-01,2001-02-01,shoot density,count,64.1282789123614,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-02-01 UTC,17.3674242424242,11.26189656976335
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2001-02-01,2001-04-25,shoot density,count,76.2664536587913,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-04-25 UTC,33.60902144993049,13.687738308704171
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2001-04-25,2001-05-09,shoot density,count,59.9995766186223,np,NA,calculate,NA,Figure 9,NA,2001-04-25 UTC--2001-05-09 UTC,39.953608050198916,15.0985594443961
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2001-05-09,2001-05-31,shoot density,count,49.9881312087115,np,NA,calculate,NA,Figure 9,NA,2001-05-09 UTC--2001-05-31 UTC,42.37752764386283,15.806367189433379
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2001-05-31,2001-06-13,shoot density,count,53.0399770809547,np,NA,calculate,NA,Figure 9,NA,2001-05-31 UTC--2001-06-13 UTC,51.28197218396078,16.544329755596284
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2001-06-13,2001-07-17,shoot density,count,52.1721017074971,np,NA,calculate,NA,Figure 9,NA,2001-06-13 UTC--2001-07-17 UTC,38.605890023977096,16.20837949363959
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2001-07-17,2001-08-30,shoot density,count,44.0938721190661,np,NA,calculate,NA,Figure 9,NA,2001-07-17 UTC--2001-08-30 UTC,33.6944992278153,15.431844909927243
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2001-08-30,2001-10-15,shoot density,count,30.1643989889652,np,NA,calculate,NA,Figure 9,NA,2001-08-30 UTC--2001-10-15 UTC,23.30033287419646,15.115047172181932
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2001-10-15,2001-12-10,shoot density,count,13.2735142489002,np,NA,calculate,NA,Figure 9,NA,2001-10-15 UTC--2001-12-10 UTC,13.57954545454541,10.86772765050582
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2001-12-10,2001-12-24,shoot density,count,10.2334101535322,np,NA,calculate,NA,Figure 9,NA,2001-12-10 UTC--2001-12-24 UTC,9.1829004329004,10.588962533605075
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2001-12-24,2002-01-10,shoot density,count,7.19432217347065,np,NA,calculate,NA,Figure 9,NA,2001-12-24 UTC--2002-01-10 UTC,16.934451466536977,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2002-01-10,2002-01-28,shoot density,count,7.44180270145545,np,NA,calculate,NA,Figure 9,NA,2002-01-10 UTC--2002-01-28 UTC,22.24906406724584,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 36 CO2,2002-01-28,2002-02-05,shoot density,count,4.63969539121146,np,NA,calculate,NA,Figure 9,NA,2002-01-28 UTC--2002-02-05 UTC,NA,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2001-02-01,2001-02-01,shoot density,count,64.2887122290888,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-02-01 UTC,17.3674242424242,11.26189656976335
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2001-02-01,2001-04-25,shoot density,count,81.1563392188049,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-04-25 UTC,33.60902144993049,13.687738308704171
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2001-04-25,2001-05-09,shoot density,count,57.9954585290884,np,NA,calculate,NA,Figure 9,NA,2001-04-25 UTC--2001-05-09 UTC,39.953608050198916,15.0985594443961
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2001-05-09,2001-05-31,shoot density,count,47.1825239457451,np,NA,calculate,NA,Figure 9,NA,2001-05-09 UTC--2001-05-31 UTC,42.37752764386283,15.806367189433379
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2001-05-31,2001-06-13,shoot density,count,47.1885077358834,np,NA,calculate,NA,Figure 9,NA,2001-05-31 UTC--2001-06-13 UTC,51.28197218396078,16.544329755596284
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2001-06-13,2001-07-17,shoot density,count,28.2043125627133,np,NA,calculate,NA,Figure 9,NA,2001-06-13 UTC--2001-07-17 UTC,38.605890023977096,16.20837949363959
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2001-07-17,2001-08-30,shoot density,count,29.1840735215875,np,NA,calculate,NA,Figure 9,NA,2001-07-17 UTC--2001-08-30 UTC,33.6944992278153,15.431844909927243
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2001-08-30,2001-10-15,shoot density,count,18.3008011786937,np,NA,calculate,NA,Figure 9,NA,2001-08-30 UTC--2001-10-15 UTC,23.30033287419646,15.115047172181932
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2001-10-15,2001-12-10,shoot density,count,13.1934669430876,np,NA,calculate,NA,Figure 9,NA,2001-10-15 UTC--2001-12-10 UTC,13.57954545454541,10.86772765050582
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2001-12-10,2001-12-24,shoot density,count,8.14913185648501,np,NA,calculate,NA,Figure 9,NA,2001-12-10 UTC--2001-12-24 UTC,9.1829004329004,10.588962533605075
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2001-12-24,2002-01-10,shoot density,count,8.23629196944315,np,NA,calculate,NA,Figure 9,NA,2001-12-24 UTC--2002-01-10 UTC,16.934451466536977,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2002-01-10,2002-01-28,shoot density,count,6.15923938124225,np,NA,calculate,NA,Figure 9,NA,2002-01-10 UTC--2002-01-28 UTC,22.24906406724584,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 85 CO2,2002-01-28,2002-02-05,shoot density,count,3.91791481848937,np,NA,calculate,NA,Figure 9,NA,2002-01-28 UTC--2002-02-05 UTC,NA,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2001-02-01,2001-02-01,shoot density,count,64.2887122290888,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-02-01 UTC,17.3674242424242,11.26189656976335
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2001-02-01,2001-04-25,shoot density,count,76.8274622096838,np,NA,calculate,NA,Figure 9,NA,2001-02-01 UTC--2001-04-25 UTC,33.60902144993049,13.687738308704171
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2001-04-25,2001-05-09,shoot density,count,60.0796239244349,np,NA,calculate,NA,Figure 9,NA,2001-04-25 UTC--2001-05-09 UTC,39.953608050198916,15.0985594443961
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2001-05-09,2001-05-31,shoot density,count,45.1785187579119,np,NA,calculate,NA,Figure 9,NA,2001-05-09 UTC--2001-05-31 UTC,42.37752764386283,15.806367189433379
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2001-05-31,2001-06-13,shoot density,count,52.1582147983081,np,NA,calculate,NA,Figure 9,NA,2001-05-31 UTC--2001-06-13 UTC,51.28197218396078,16.544329755596284
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2001-06-13,2001-07-17,shoot density,count,60.9897245339629,np,NA,calculate,NA,Figure 9,NA,2001-06-13 UTC--2001-07-17 UTC,38.605890023977096,16.20837949363959
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2001-07-17,2001-08-30,shoot density,count,39.0436661440259,np,NA,calculate,NA,Figure 9,NA,2001-07-17 UTC--2001-08-30 UTC,33.6944992278153,15.431844909927243
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2001-08-30,2001-10-15,shoot density,count,42.0282226026382,np,NA,calculate,NA,Figure 9,NA,2001-08-30 UTC--2001-10-15 UTC,23.30033287419646,15.115047172181932
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2001-10-15,2001-12-10,shoot density,count,26.9009753295671,np,NA,calculate,NA,Figure 9,NA,2001-10-15 UTC--2001-12-10 UTC,13.57954545454541,10.86772765050582
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2001-12-10,2001-12-24,shoot density,count,20.0928898742698,np,NA,calculate,NA,Figure 9,NA,2001-12-10 UTC--2001-12-24 UTC,9.1829004329004,10.588962533605075
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2001-12-24,2002-01-10,shoot density,count,18.1760447993948,np,NA,calculate,NA,Figure 9,NA,2001-12-24 UTC--2002-01-10 UTC,16.934451466536977,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2002-01-10,2002-01-28,shoot density,count,15.0567966118199,np,NA,calculate,NA,Figure 9,NA,2002-01-10 UTC--2002-01-28 UTC,22.24906406724584,NA
147,"Seal Bend, Elkhorn Slough, CA, USA",low L + 1123 CO2,2002-01-28,2002-02-05,shoot density,count,9.92993038198881,np,NA,calculate,NA,Figure 9,NA,2002-01-28 UTC--2002-02-05 UTC,NA,NA
